DATE,DKL
2005-02-02,99.712
2005-02-03,-19.6
2005-02-04,81.409
2005-02-16,14.488
2005-02-17,30.949
2005-02-18,-53.819
2005-02-21,87.872
2005-02-22,94.86
2005-02-23,21.132
2005-02-24,34.797
2005-02-25,-5.281
2005-02-28,-5.484
2005-03-01,-9.035
2005-03-02,-54.553
2005-03-03,51.126
2005-03-04,-21.378
2005-03-07,22.095
2005-03-08,80.231
2005-03-09,-9.656
2005-03-10,-74.567
2005-03-11,34.239
2005-03-14,3.192
2005-03-15,-42.687
2005-03-16,-25.76
2005-03-17,-38.732
2005-03-18,-47.885
2005-03-21,24.986
2005-03-22,-42.952
2005-03-23,6.815
2005-03-24,56.929
2005-03-25,-9.238
2005-03-28,-10.645
2005-03-29,-22.632
2005-03-30,-56.047
2005-03-31,51.867
2005-04-01,97.533
2005-04-04,-25.992
2005-04-05,-20.675
2005-04-06,62.611
2005-04-07,55.318
2005-04-08,80.471
2005-04-11,7.145
2005-04-12,-56.3
2005-04-13,68.612
2005-04-14,-52.572
2005-04-15,-42.946
2005-04-18,-30.863
2005-04-19,15.203
2005-04-20,-38.88
2005-04-21,-25.681
2005-04-22,-13.808
2005-04-25,-26.314
2005-04-26,60.803
2005-04-27,-48.211
2005-04-28,76.919
2005-04-29,-29.995
2005-05-09,-75.858
2005-05-10,34.041
2005-05-11,-5.826
2005-05-12,-16.025
2005-05-13,45.264
2005-05-16,-13.883
2005-05-17,62.603
2005-05-18,46.401
2005-05-19,11.434
2005-05-20,-21.482
2005-05-23,-55.446
2005-05-24,65.181
2005-05-25,29.28
2005-05-26,-28.722
2005-05-27,-10.617
2005-05-30,62.453
2005-05-31,-3.784
2005-06-01,-59.373
2005-06-02,-23.391
2005-06-03,-2.916
2005-06-06,66.289
2005-06-07,-4.231
2005-06-08,93.131
2005-06-09,41.049
2005-06-10,-59.191
2005-06-13,14.102
2005-06-14,-56.794
2005-06-15,-59.543
2005-06-16,50.259
2005-06-17,-20.909
2005-06-20,91.478
2005-06-21,-27.572
2005-06-22,37.173
2005-06-23,-38.015
2005-06-24,55.491
2005-06-27,79.954
2005-06-28,-49.365
2005-06-29,-37.713
2005-06-30,-73.987
2005-07-01,-63.704
2005-07-04,-7.494
2005-07-05,-2.961
2005-07-06,-13.503
2005-07-07,29.531
2005-07-08,-63.841
2005-07-11,-56.26
2005-07-12,89.675
2005-07-13,-15.915
2005-07-14,24.4
2005-07-15,-45.819
2005-07-18,-20.58
2005-07-19,47.245
2005-07-20,54.903
2005-07-21,10.219
2005-07-22,66.084
2005-07-25,17.183
2005-07-26,86.371
2005-07-27,83.81
2005-07-28,-3.283
2005-07-29,2.693
2005-08-01,42.962
2005-08-02,80.08
2005-08-03,43.327
2005-08-04,-4.984
2005-08-05,90.248
2005-08-08,23.607
2005-08-09,59.064
2005-08-10,49.52
2005-08-11,51.055
2005-08-12,-35.676
2005-08-15,75.15
2005-08-16,-14.132
2005-08-17,65.318
2005-08-18,-79.764
2005-08-19,25.063
2005-08-22,38.081
2005-08-23,-38.562
2005-08-24,58.247
2005-08-25,35.237
2005-08-26,19.957
2005-08-29,-21.754
2005-08-30,-6.605
2005-08-31,72.18
2005-09-01,79.597
2005-09-02,26.753
2005-09-05,60.833
2005-09-06,-64.887
2005-09-07,87.593
2005-09-08,5.015
2005-09-09,-36.174
2005-09-12,28.917
2005-09-13,85.15
2005-09-14,36.035
2005-09-15,17.947
2005-09-16,11.868
2005-09-19,69.144
2005-09-20,-10.144
2005-09-21,-36.494
2005-09-22,-73.994
2005-09-23,-22.987
2005-09-26,32.776
2005-09-27,-57.127
2005-09-28,-4.754
2005-09-29,77.251
2005-09-30,-2.363
2005-10-10,-27.838
2005-10-11,91.01
2005-10-12,42.603
2005-10-13,-16.46
2005-10-14,-24.899
2005-10-17,6.856
2005-10-18,52.321
2005-10-19,-15.813
2005-10-20,3.045
2005-10-21,40.544
2005-10-24,11.997
2005-10-25,-41.812
2005-10-26,-58.744
2005-10-27,-9.748
2005-10-28,-39.551
2005-10-31,59.113
2005-11-01,-12.093
2005-11-02,75.143
2005-11-03,-20.915
2005-11-04,40.616
2005-11-07,43.262
2005-11-08,51.293
2005-11-09,-8.493
2005-11-10,-60.003
2005-11-11,40.85
2005-11-14,20.617
2005-11-15,-26.271
2005-11-16,56.628
2005-11-17,4.609
2005-11-18,92.542
2005-11-21,20.326
2005-11-22,-72.564
2005-11-23,77.944
2005-11-24,53.998
2005-11-25,24.084
2005-11-28,-14.619
2005-11-29,-51.656
2005-11-30,37.524
2005-12-01,9.406
2005-12-02,-16.476
2005-12-05,-65.146
2005-12-06,54.485
2005-12-07,62.69
2005-12-08,-9.829
2005-12-09,89.362
2005-12-12,34.47
2005-12-13,21.248
2005-12-14,63.682
2005-12-15,-22.523
2005-12-16,63.77
2005-12-19,20.105
2005-12-20,32.243
2005-12-21,-34.859
2005-12-22,52.732
2005-12-23,67.501
2005-12-26,51.766
2005-12-27,-1.738
2005-12-28,12.908
2005-12-29,53.725
2005-12-30,-46.889
2006-01-04,74.946
2006-01-05,61.793
2006-01-06,45.931
2006-01-09,49.077
2006-01-10,19.356
2006-01-11,-16.57
2006-01-12,83.46
2006-01-13,1.473
2006-01-16,-49.317
2006-01-17,24.822
2006-01-18,84.96
2006-01-19,38.859
2006-01-20,15.193
2006-01-23,25.78
2006-01-24,-1.493
2006-01-25,13.442
2006-02-06,79.032
2006-02-07,5.154
2006-02-08,39.709
2006-02-09,-41.809
2006-02-10,65.273
2006-02-13,-8.845
2006-02-14,33.365
2006-02-15,5.387
2006-02-16,-61.064
2006-02-17,-11.356
2006-02-20,9.529
2006-02-21,81.334
2006-02-22,6.618
2006-02-23,25.564
2006-02-24,41.22
2006-02-27,-31.16
2006-02-28,38.431
2006-03-01,30.899
2006-03-02,-60.263
2006-03-03,25.824
2006-03-06,-5.132
2006-03-07,-75.91
2006-03-08,4.017
2006-03-09,-12.682
2006-03-10,22.67
2006-03-13,58.791
2006-03-14,13.527
2006-03-15,74.578
2006-03-16,6.96
2006-03-17,-8.305
2006-03-20,72.517
2006-03-21,27.408
2006-03-22,58.531
2006-03-23,25.34
2006-03-24,-25.392
2006-03-27,55.258
2006-03-28,35.991
2006-03-29,22.977
2006-03-30,-39.034
2006-03-31,36.982
2006-04-03,73.612
2006-04-04,48.989
2006-04-05,38.683
2006-04-06,-7.035
2006-04-07,28.404
2006-04-10,75.606
2006-04-11,2.687
2006-04-12,-1.403
2006-04-13,-51.815
2006-04-14,88.616
2006-04-17,25.701
2006-04-18,3.929
2006-04-19,-9.943
2006-04-20,-20.136
2006-04-21,35.31
2006-04-24,-16.792
2006-04-25,18.25
2006-04-26,31.726
2006-04-27,9.703
2006-04-28,63.015
2006-05-08,89.815
2006-05-09,73.023
2006-05-10,24.404
2006-05-11,-26.264
2006-05-12,79.752
2006-05-15,78.246
2006-05-16,-44.446
2006-05-17,41.271
2006-05-18,29.52
2006-05-19,69.696
2006-05-22,47.504
2006-05-23,-67.173
2006-05-24,-52.722
2006-05-25,35.374
2006-05-26,65.026
2006-05-29,68.822
2006-05-30,21.523
2006-05-31,-12.96
2006-06-01,91.745
2006-06-02,3.688
2006-06-05,56.562
2006-06-06,-14.475
2006-06-07,-87.756
2006-06-08,35.727
2006-06-09,-53.539
2006-06-12,35.391
2006-06-13,10.956
2006-06-14,-6.08
2006-06-15,10.573
2006-06-16,80.96
2006-06-19,72.474
2006-06-20,34.311
2006-06-21,-9.719
2006-06-22,13.293
2006-06-23,51.203
2006-06-26,65.148
2006-06-27,8.005
2006-06-28,15.306
2006-06-29,84.97
2006-06-30,-19.876
2006-07-03,71.07
2006-07-04,-24.786
2006-07-05,-48.151
2006-07-06,77.17
2006-07-07,-16.267
2006-07-10,25.82
2006-07-11,28.172
2006-07-12,-5.795
2006-07-13,-81.713
2006-07-14,72.876
2006-07-17,70.475
2006-07-18,21.905
2006-07-19,-56.437
2006-07-20,53.952
2006-07-21,32.688
2006-07-24,55.064
2006-07-25,54.26
2006-07-26,5.857
2006-07-27,-33.869
2006-07-28,-18.375
2006-07-31,-70.469
2006-08-01,-42.809
2006-08-02,-6.265
2006-08-03,3.58
2006-08-04,-67.669
2006-08-07,-30.991
2006-08-08,89.823
2006-08-09,2.127
2006-08-10,76.891
2006-08-11,18.409
2006-08-14,-63.001
2006-08-15,84.892
2006-08-16,71.307
2006-08-17,-16.588
2006-08-18,-7.849
2006-08-21,95.897
2006-08-22,50.048
2006-08-23,-7.242
2006-08-24,53.592
2006-08-25,10.825
2006-08-28,84.117
2006-08-29,-7.611
2006-08-30,52.566
2006-08-31,28.689
2006-09-01,-49.614
2006-09-04,85.634
2006-09-05,13.194
2006-09-06,28.583
2006-09-07,-53.464
2006-09-08,33.947
2006-09-11,36.372
2006-09-12,37.099
2006-09-13,-13.404
2006-09-14,9.297
2006-09-15,71.294
2006-09-18,42.717
2006-09-19,-0.349
2006-09-20,20.683
2006-09-21,23.236
2006-09-22,-40.898
2006-09-25,10.032
2006-09-26,-6.38
2006-09-27,51.221
2006-09-28,32.677
2006-09-29,50.288
2006-10-09,51.547
2006-10-10,25.027
2006-10-11,17.764
2006-10-12,-4.788
2006-10-13,32.221
2006-10-16,1.071
2006-10-17,-5.596
2006-10-18,68.383
2006-10-19,16.296
2006-10-20,-15.663
2006-10-23,-71.89
2006-10-24,93.228
2006-10-25,-13.006
2006-10-26,16.766
2006-10-27,-34.203
2006-10-30,29.664
2006-10-31,51.371
2006-11-01,39.463
2006-11-02,12.446
2006-11-03,6.235
2006-11-06,42.263
2006-11-07,-9.53
2006-11-08,-34.245
2006-11-09,79.223
2006-11-10,-52.609
2006-11-13,-49.739
2006-11-14,46.221
2006-11-15,84.109
2006-11-16,-17.17
2006-11-17,79.739
2006-11-20,27.883
2006-11-21,30.552
2006-11-22,55.039
2006-11-23,43.757
2006-11-24,41.722
2006-11-27,61.548
2006-11-28,-3.161
2006-11-29,81.199
2006-11-30,68.705
2006-12-01,16.337
2006-12-04,80.563
2006-12-05,19.915
2006-12-06,-13.496
2006-12-07,11.284
2006-12-08,-57.997
2006-12-11,96.863
2006-12-12,-8.146
2006-12-13,-4.323
2006-12-14,60.217
2006-12-15,33.775
2006-12-18,42.826
2006-12-19,12.733
2006-12-20,60.676
2006-12-21,-31.242
2006-12-22,-10.375
2006-12-25,43.249
2006-12-26,-15.185
2006-12-27,50.22
2006-12-28,-31.451
2006-12-29,68.847
2007-01-04,0.697
2007-01-05,57.101
2007-01-08,90.164
2007-01-09,59.548
2007-01-10,59.858
2007-01-11,-5.059
2007-01-12,-60.809
2007-01-15,94.12
2007-01-16,32.384
2007-01-17,-30.568
2007-01-18,43.787
2007-01-19,77.8
2007-01-22,89.945
2007-01-23,5.515
2007-01-24,24.438
2007-01-25,-56.171
2007-01-26,63.371
2007-01-29,75.136
2007-01-30,-29.008
2007-01-31,-76.448
2007-02-01,56.22
2007-02-02,-52.306
2007-02-05,28.745
2007-02-06,57.079
2007-02-07,37.943
2007-02-08,52.101
2007-02-09,-2.67
2007-02-12,81.622
2007-02-13,37.493
2007-02-14,75.81
2007-02-15,80.049
2007-02-16,-5.676
2007-02-26,77.166
2007-02-27,-94.188
2007-02-28,97.47
2007-03-01,-31.455
2007-03-02,43.795
2007-03-05,-15.723
2007-03-06,29.903
2007-03-07,81.779
2007-03-08,63.186
2007-03-09,-6.792
2007-03-12,59.821
2007-03-13,42.86
2007-03-14,5.244
2007-03-15,73.995
2007-03-16,-53.136
2007-03-19,94.921
2007-03-20,56.802
2007-03-21,47.648
2007-03-22,-5.295
2007-03-23,42.351
2007-03-26,72.071
2007-03-27,42.618
2007-03-28,-14.314
2007-03-29,-51.28
2007-03-30,51.524
2007-04-02,85.959
2007-04-03,26.126
2007-04-04,14.953
2007-04-05,65.803
2007-04-06,70.612
2007-04-09,46.23
2007-04-10,15.275
2007-04-11,32.854
2007-04-12,60.06
2007-04-13,-31.092
2007-04-16,86.265
2007-04-17,42.49
2007-04-18,47.477
2007-04-19,-70.833
2007-04-20,94.913
2007-04-23,75.749
2007-04-24,3.151
2007-04-25,0.552
2007-04-26,30.032
2007-04-27,-11.932
2007-04-30,36.035
2007-05-08,46.477
2007-05-09,13.708
2007-05-10,38.473
2007-05-11,2.721
2007-05-14,71.685
2007-05-15,-62.4
2007-05-16,83.562
2007-05-17,65.052
2007-05-18,7.487
2007-05-21,98.734
2007-05-22,27.68
2007-05-23,61.903
2007-05-24,-24.538
2007-05-25,55.076
2007-05-28,35.301
2007-05-29,37.95
2007-05-30,-50.989
2007-05-31,-12.311
2007-06-01,-73.455
2007-06-04,-95.399
2007-06-05,97.365
2007-06-06,22.403
2007-06-07,89.724
2007-06-08,19.316
2007-06-11,8.789
2007-06-12,28.567
2007-06-13,55.948
2007-06-14,-35.061
2007-06-15,22.065
2007-06-18,39.234
2007-06-19,44.823
2007-06-20,-56.385
2007-06-21,7.857
2007-06-22,-75.223
2007-06-25,-80.919
2007-06-26,82.101
2007-06-27,71.321
2007-06-28,-74.578
2007-06-29,-23.678
2007-07-02,47.134
2007-07-03,8.066
2007-07-04,-55.394
2007-07-05,-72.807
2007-07-06,98.669
2007-07-09,80.688
2007-07-10,-47.629
2007-07-11,65.715
2007-07-12,21.412
2007-07-13,-7.188
2007-07-16,-61.66
2007-07-17,86.534
2007-07-18,30.171
2007-07-19,25.464
2007-07-20,95.191
2007-07-23,88.567
2007-07-24,-37.446
2007-07-25,88.918
2007-07-26,36.334
2007-07-27,57.096
2007-07-30,76.042
2007-07-31,24.807
2007-08-01,-79.634
2007-08-02,87.62
2007-08-03,20.226
2007-08-06,45.529
2007-08-07,-9.462
2007-08-08,-1.807
2007-08-09,37.891
2007-08-10,-29.27
2007-08-13,19.749
2007-08-14,46.674
2007-08-15,-19.705
2007-08-16,24.231
2007-08-17,-22.736
2007-08-20,77.918
2007-08-21,4.85
2007-08-22,87.324
2007-08-23,13.917
2007-08-24,-0.191
2007-08-27,-12.269
2007-08-28,14.707
2007-08-29,-9.98
2007-08-30,71.277
2007-08-31,16.124
2007-09-03,49.439
2007-09-04,-23.088
2007-09-05,21.376
2007-09-06,19.384
2007-09-07,-29.77
2007-09-10,84.529
2007-09-11,-86.521
2007-09-12,40.433
2007-09-13,53.777
2007-09-14,30.777
2007-09-17,78.604
2007-09-18,7.037
2007-09-19,-39.199
2007-09-20,28.535
2007-09-21,-22.888
2007-09-24,5.076
2007-09-25,-32.493
2007-09-26,-34.931
2007-09-27,33.715
2007-09-28,61.545
2007-10-08,-32.33
2007-10-09,32.317
2007-10-10,-17.297
2007-10-11,-10.889
2007-10-12,-34.971
2007-10-15,18.834
2007-10-16,18.412
2007-10-17,-4.68
2007-10-18,-47.473
2007-10-19,-21.184
2007-10-22,-35.81
2007-10-23,19.784
2007-10-24,-43.424
2007-10-25,-80.988
2007-10-26,32.713
2007-10-29,44.121
2007-10-30,55.787
2007-10-31,50.317
2007-11-01,-38.167
2007-11-02,-22.354
2007-11-05,3.978
2007-11-06,21.384
2007-11-07,-4.96
2007-11-08,-75.632
2007-11-09,-4.185
2007-11-12,10.092
2007-11-13,-14.054
2007-11-14,91.149
2007-11-15,-20.099
2007-11-16,48.029
2007-11-19,51.777
2007-11-20,63.819
2007-11-21,-46.621
2007-11-22,-66.829
2007-11-23,76.888
2007-11-26,-62.302
2007-11-27,-6.311
2007-11-28,-34.739
2007-11-29,81.62
2007-11-30,-39.882
2007-12-03,62.186
2007-12-04,9.509
2007-12-05,88.237
2007-12-06,11.004
2007-12-07,75.054
2007-12-10,98.453
2007-12-11,23.862
2007-12-12,28.425
2007-12-13,-74.131
2007-12-14,74.359
2007-12-17,-9.339
2007-12-18,-1.673
2007-12-19,72.537
2007-12-20,51.146
2007-12-21,85.207
2007-12-24,28.326
2007-12-25,28.985
2007-12-26,57.485
2007-12-27,23.782
2007-12-28,-32.486
2008-01-02,75.249
2008-01-03,46.062
2008-01-04,9.385
2008-01-07,61.653
2008-01-08,-60.13
2008-01-09,91.079
2008-01-10,-4.976
2008-01-11,-10.333
2008-01-14,34.929
2008-01-15,16.252
2008-01-16,-24.258
2008-01-17,-37.066
2008-01-18,40.942
2008-01-21,-71.467
2008-01-22,-84.051
2008-01-23,93.645
2008-01-24,49.464
2008-01-25,-0.337
2008-01-28,-72.923
2008-01-29,50.565
2008-01-30,-30.946
2008-01-31,-64.209
2008-02-01,-63.986
2008-02-04,99.167
2008-02-05,9.12
2008-02-13,3.208
2008-02-14,48.799
2008-02-15,6.936
2008-02-18,54.249
2008-02-19,60.228
2008-02-20,-31.355
2008-02-21,48.199
2008-02-22,-48.196
2008-02-25,-64.769
2008-02-26,-55.528
2008-02-27,81.688
2008-02-28,3.258
2008-02-29,68.702
2008-03-03,93.908
2008-03-04,-30.431
2008-03-05,34.43
2008-03-06,4.115
2008-03-07,-37.726
2008-03-10,-40.588
2008-03-11,66.545
2008-03-12,-82.522
2008-03-13,-45.027
2008-03-14,-0.64
2008-03-17,-82.355
2008-03-18,-80.231
2008-03-19,63.161
2008-03-20,98.307
2008-03-21,33.858
2008-03-24,-73.326
2008-03-25,71.945
2008-03-26,-30.559
2008-03-27,-70.863
2008-03-28,95.366
2008-03-31,-30.261
2008-04-01,-91.098
2008-04-02,-53.692
2008-04-03,90.251
2008-04-07,99.886
2008-04-08,63.542
2008-04-09,-85.333
2008-04-10,90.026
2008-04-11,10.099
2008-04-14,-72.265
2008-04-15,65.014
2008-04-16,-55.454
2008-04-17,-65.977
2008-04-18,-70.153
2008-04-21,-95.837
2008-04-22,24.573
2008-04-23,97.883
2008-04-24,71.813
2008-04-25,41.488
2008-04-28,9.923
2008-04-29,53.79
2008-04-30,93.099
2008-05-05,49.556
2008-05-06,7.466
2008-05-07,-73.125
2008-05-08,93.705
2008-05-09,-30.949
2008-05-12,82.55
2008-05-13,59.9
2008-05-14,53.125
2008-05-15,-35.951
2008-05-16,-34.123
2008-05-19,10.19
2008-05-20,-80.091
2008-05-21,95.43
2008-05-22,6.981
2008-05-23,-15.21
2008-05-26,-48.938
2008-05-27,29.801
2008-05-28,90.325
2008-05-29,-51.543
2008-05-30,15.944
2008-06-02,54.659
2008-06-03,-29.373
2008-06-04,-40.964
2008-06-05,-11.291
2008-06-06,-27.432
2008-06-10,-85.028
2008-06-11,-8.682
2008-06-12,-8.091
2008-06-13,-82.129
2008-06-16,-32.104
2008-06-17,-70.407
2008-06-18,98.9
2008-06-19,-94.168
2008-06-20,50.98
2008-06-23,6.241
2008-06-24,84.182
2008-06-25,98.832
2008-06-26,43.707
2008-06-27,-70.775
2008-06-30,34.544
2008-07-01,-51.521
2008-07-02,50.928
2008-07-03,95.13
2008-07-04,6.0
2008-07-07,93.245
2008-07-08,32.84
2008-07-09,82.013
2008-07-10,-23.992
2008-07-11,-12.539
2008-07-14,82.085
2008-07-15,-65.6
2008-07-16,-66.962
2008-07-17,-61.085
2008-07-18,74.644
2008-07-21,99.064
2008-07-22,14.464
2008-07-23,-42.123
2008-07-24,82.83
2008-07-25,-0.42
2008-07-28,31.976
2008-07-29,-24.109
2008-07-30,-53.16
2008-07-31,-78.536
2008-08-01,63.239
2008-08-04,-44.559
2008-08-05,-62.926
2008-08-06,-7.5
2008-08-07,21.622
2008-08-08,-92.887
2008-08-11,-86.016
2008-08-12,9.907
2008-08-13,30.834
2008-08-14,44.714
2008-08-15,7.583
2008-08-18,-93.22
2008-08-19,93.806
2008-08-20,98.946
2008-08-21,-43.162
2008-08-22,-26.561
2008-08-25,-3.043
2008-08-26,-56.655
2008-08-27,25.777
2008-08-28,17.463
2008-08-29,90.302
2008-09-01,-43.815
2008-09-02,49.412
2008-09-03,-1.119
2008-09-04,36.785
2008-09-05,-43.293
2008-09-08,-73.332
2008-09-09,24.609
2008-09-10,67.572
2008-09-11,-43.163
2008-09-12,7.186
2008-09-16,-46.768
2008-09-17,-39.665
2008-09-18,-1.111
2008-09-19,61.732
2008-09-22,-30.888
2008-09-23,-43.768
2008-09-24,92.6
2008-09-25,85.267
2008-09-26,3.764
2008-10-06,-25.441
2008-10-07,64.318
2008-10-08,-14.197
2008-10-09,-71.444
2008-10-10,-42.076
2008-10-13,89.275
2008-10-14,-87.007
2008-10-15,23.383
2008-10-16,-18.259
2008-10-17,9.23
2008-10-20,94.088
2008-10-21,-33.196
2008-10-22,-41.18
2008-10-23,75.846
2008-10-24,-45.474
2008-10-27,-76.476
2008-10-28,94.507
2008-10-29,-74.373
2008-10-30,35.096
2008-10-31,-44.432
2008-11-03,4.003
2008-11-04,-16.69
2008-11-05,89.171
2008-11-06,23.595
2008-11-07,91.733
2008-11-10,99.417
2008-11-11,-14.392
2008-11-12,91.536
2008-11-13,99.444
2008-11-14,91.661
2008-11-17,92.162
2008-11-18,-72.232
2008-11-19,90.749
2008-11-20,23.231
2008-11-21,49.851
2008-11-24,-78.358
2008-11-25,-57.83
2008-11-26,41.051
2008-11-27,-89.247
2008-11-28,-10.571
2008-12-01,90.632
2008-12-02,86.529
2008-12-03,92.604
2008-12-04,-32.105
2008-12-05,88.563
2008-12-08,91.576
2008-12-09,-60.144
2008-12-10,91.803
2008-12-11,-66.854
2008-12-12,-70.131
2008-12-15,-15.179
2008-12-16,63.373
2008-12-17,13.748
2008-12-18,63.842
2008-12-19,35.191
2008-12-22,-6.99
2008-12-23,-87.558
2008-12-24,-15.61
2008-12-25,-23.67
2008-12-26,-29.473
2008-12-29,2.056
2008-12-30,-26.1
2008-12-31,-40.55
2009-01-05,85.878
2009-01-06,96.483
2009-01-07,0.73
2009-01-08,-20.158
2009-01-09,85.196
2009-01-12,50.961
2009-01-13,-33.265
2009-01-14,98.156
2009-01-15,67.49
2009-01-16,24.343
2009-01-19,-17.986
2009-01-20,46.925
2009-01-21,40.782
2009-01-22,38.318
2009-01-23,-16.944
2009-02-02,58.353
2009-02-03,89.557
2009-02-04,67.609
2009-02-05,-33.53
2009-02-06,98.434
2009-02-09,47.609
2009-02-10,82.445
2009-02-11,49.873
2009-02-12,5.421
2009-02-13,90.501
2009-02-16,29.04
2009-02-17,-70.736
2009-02-18,-49.082
2009-02-19,23.355
2009-02-20,86.336
2009-02-23,93.965
2009-02-24,-47.645
2009-02-25,-16.238
2009-02-26,-88.489
2009-02-27,-52.056
2009-03-02,83.227
2009-03-03,83.779
2009-03-04,97.553
2009-03-05,-9.688
2009-03-06,37.548
2009-03-09,-76.699
2009-03-10,95.249
2009-03-11,-65.043
2009-03-12,22.953
2009-03-13,-45.787
2009-03-16,73.015
2009-03-17,97.577
2009-03-18,21.625
2009-03-19,85.881
2009-03-20,-5.047
2009-03-23,78.971
2009-03-24,-24.056
2009-03-25,-42.273
2009-03-26,92.399
2009-03-27,21.074
2009-03-30,-2.486
2009-03-31,87.295
2009-04-01,47.35
2009-04-02,1.968
2009-04-03,-41.255
2009-04-07,32.282
2009-04-08,-62.606
2009-04-09,77.132
2009-04-10,86.597
2009-04-13,29.294
2009-04-14,51.985
2009-04-15,40.717
2009-04-16,17.465
2009-04-17,-29.198
2009-04-20,84.816
2009-04-21,25.105
2009-04-22,-76.125
2009-04-23,52.85
2009-04-24,-37.494
2009-04-27,-59.537
2009-04-28,50.714
2009-04-29,81.556
2009-04-30,20.13
2009-05-04,93.257
2009-05-05,6.632
2009-05-06,70.254
2009-05-07,-23.521
2009-05-08,39.879
2009-05-11,-78.185
2009-05-12,89.042
2009-05-13,35.891
2009-05-14,39.082
2009-05-15,12.925
2009-05-18,37.985
2009-05-19,7.024
2009-05-20,-25.427
2009-05-21,-37.104
2009-05-22,26.576
2009-05-25,81.974
2009-05-26,-11.618
2009-05-27,-3.649
2009-06-01,61.161
2009-06-02,0.817
2009-06-03,49.655
2009-06-04,20.341
2009-06-05,-29.202
2009-06-08,1.435
2009-06-09,23.536
2009-06-10,46.523
2009-06-11,-24.636
2009-06-12,-55.403
2009-06-15,69.097
2009-06-16,34.533
2009-06-17,75.281
2009-06-18,34.657
2009-06-19,22.685
2009-06-22,-29.229
2009-06-23,51.492
2009-06-24,61.685
2009-06-25,-17.22
2009-06-26,7.292
2009-06-29,40.539
2009-06-30,-26.648
2009-07-01,72.251
2009-07-02,27.866
2009-07-03,58.767
2009-07-06,18.562
2009-07-07,13.888
2009-07-08,56.804
2009-07-09,71.929
2009-07-10,2.805
2009-07-13,24.255
2009-07-14,77.464
2009-07-15,29.52
2009-07-16,-33.792
2009-07-17,23.598
2009-07-20,61.94
2009-07-21,-59.411
2009-07-22,83.03
2009-07-23,37.344
2009-07-24,-15.764
2009-07-27,68.525
2009-07-28,42.074
2009-07-29,-83.846
2009-07-30,34.581
2009-07-31,85.657
2009-08-03,49.689
2009-08-04,10.551
2009-08-05,3.467
2009-08-06,-19.431
2009-08-07,-76.802
2009-08-10,-10.335
2009-08-11,12.307
2009-08-12,-79.354
2009-08-13,21.453
2009-08-14,-76.68
2009-08-17,-86.566
2009-08-18,74.873
2009-08-19,-80.214
2009-08-20,98.789
2009-08-21,93.776
2009-08-24,41.43
2009-08-25,-34.404
2009-08-26,89.645
2009-08-27,38.133
2009-08-28,-59.794
2009-08-31,-82.778
2009-09-01,26.709
2009-09-02,57.812
2009-09-03,99.21
2009-09-04,59.51
2009-09-07,12.858
2009-09-08,84.197
2009-09-09,13.234
2009-09-10,-20.414
2009-09-11,90.721
2009-09-14,79.779
2009-09-15,25.873
2009-09-16,0.941
2009-09-17,76.282
2009-09-18,-75.615
2009-09-21,49.386
2009-09-22,-60.977
2009-09-23,-61.831
2009-09-24,4.412
2009-09-25,-26.268
2009-09-28,-78.154
2009-09-29,-39.69
2009-09-30,9.045
2009-10-09,97.437
2009-10-12,-10.094
2009-10-13,84.9
2009-10-14,44.056
2009-10-15,-18.721
2009-10-16,3.59
2009-10-19,90.394
2009-10-20,44.692
2009-10-21,-11.216
2009-10-22,18.401
2009-10-23,66.766
2009-10-26,2.637
2009-10-27,-46.381
2009-10-28,48.918
2009-10-29,-26.566
2009-10-30,-14.523
2009-11-02,97.667
2009-11-03,64.277
2009-11-04,19.238
2009-11-05,57.583
2009-11-06,-3.69
2009-11-09,28.962
2009-11-10,-20.871
2009-11-11,19.546
2009-11-12,4.966
2009-11-13,53.567
2009-11-16,75.067
2009-11-17,-5.18
2009-11-18,23.172
2009-11-19,63.046
2009-11-20,16.313
2009-11-23,59.634
2009-11-24,-78.572
2009-11-25,97.553
2009-11-26,-72.389
2009-11-27,-44.872
2009-11-30,96.552
2009-12-01,86.219
2009-12-02,43.252
2009-12-03,27.654
2009-12-04,-20.569
2009-12-07,67.751
2009-12-08,-24.439
2009-12-09,-36.918
2009-12-10,20.608
2009-12-11,-23.869
2009-12-14,12.047
2009-12-15,2.096
2009-12-16,-12.178
2009-12-17,-72.61
2009-12-18,-61.87
2009-12-21,51.023
2009-12-22,-66.804
2009-12-23,72.484
2009-12-24,98.397
2009-12-25,15.381
2009-12-28,81.257
2009-12-29,18.026
2009-12-30,23.101
2009-12-31,50.012
2010-01-04,-19.229
2010-01-05,36.753
2010-01-06,-6.278
2010-01-07,-58.77
2010-01-08,65.187
2010-01-11,-21.115
2010-01-12,79.564
2010-01-13,7.645
2010-01-14,77.016
2010-01-15,23.291
2010-01-18,59.425
2010-01-19,2.394
2010-01-20,-65.649
2010-01-21,22.016
2010-01-22,-27.628
2010-01-25,-28.431
2010-01-26,-79.429
2010-01-27,-28.91
2010-01-28,47.336
2010-01-29,53.24
2010-02-01,-20.697
2010-02-02,-28.351
2010-02-03,68.992
2010-02-04,65.795
2010-02-05,-7.484
2010-02-08,20.436
2010-02-09,21.962
2010-02-10,32.221
2010-02-11,-13.985
2010-02-12,58.506
2010-02-22,16.724
2010-02-23,35.738
2010-02-24,75.016
2010-02-25,74.408
2010-02-26,14.319
